DHID,FROM,TO,X,Y,Z,RASH,RFSI,ASEAM
R607,76.2,80,1271,2567.1,1723.4,,,3UA
R607,80,115.4,1271,2567.1,1703.8,,,
R607,115.4,121.2,1271,2567.1,1683.2,20.6,4.5,3L1
R607,121.2,136.3,1271,2567.1,1672.75,,,
R607,136.3,139.4,1271,2567.1,1663.65,36,2,3LA
R607,139.4,141.4,1271,2567.1,1661.1,,,3LA
R607,141.4,144.5,1271,2567.1,1658.55,36,2,3LA
R607,144.5,174.4,1271,2567.1,1642.05,,,
R607,174.4,175.6,1271,2567.1,1626.5,,,4JG
R607,175.6,177.4,1271,2567.1,1625,,,4JG
R607,177.4,178.6,1271,2567.1,1623.5,28.9,5.5,4JG
R607,178.6,184,1271,2567.1,1620.2,,,4JG
R607,184,186.6,1271,2567.1,1616.2,,,4JG
R607,186.6,216.8,1271,2567.1,1599.8,,,
R607,216.8,220,1271,2567.1,1583.1,20.9,5,4L
R607,220,235.8,1271,2567.1,1573.6,,,
R607,235.8,238,1271,2567.1,1564.6,,,5M
R607,238,241,1271,2567.1,1562,,,
R615,0,12.5,585.2,2357,2040.85,,,
R615,12.5,14.2,585.2,2357,2033.75,,,3LA
R615,14.2,66.8,585.2,2357,2006.6,,,
R615,66.8,80.6,585.2,2357,1973.4,18.7,6,4JG
R615,80.6,102,585.2,2357,1955.8,,,
R620DV,0,24.4,1219.6,2018.1,1850.4,,,
R620DV,24.4,25.4,1219.6,2018.1,1837.7,,,GA
R620DV,25.4,28.2,1219.6,2018.1,1835.8,,,GA
R620DV,28.2,29.2,1219.6,2018.1,1833.9,,,GA
R620DV,29.2,36.8,1219.6,2018.1,1829.6,,,
R620DV,36.8,39,1219.6,2018.1,1824.7,26,0.5,2U
R620DV,39,44.8,1219.6,2018.1,1820.7,,,
R620DV,44.8,46.6,1219.6,2018.1,1816.9,,,2L
R620DV,46.6,54.2,1219.6,2018.1,1812.2,,,
R620DV,54.2,56,1219.6,2018.1,1807.5,8.7,1,CO
R620DV,56,65,1219.6,2018.1,1802.1,,,
R620DV,65,67.6,1219.6,2018.1,1796.3,,,3UB
R620DV,67.6,71.4,1219.6,2018.1,1793.1,,,
R620DV,71.4,72.6,1219.6,2018.1,1790.6,,,3UA
R620DV,72.6,77.6,1219.6,2018.1,1787.5,,,
R620DV,77.6,78.8,1219.6,2018.1,1784.4,,,3L1
R620DV,78.8,86.2,1219.6,2018.1,1780.1,,,
R620DV,86.2,88.8,1219.6,2018.1,1775.1,,,3LA
R620DV,88.8,150.1,1219.6,2018.1,1743.15,,,
R620DV,150.1,154,1219.6,2018.1,1710.55,23.9,4.5,4JG
R620DV,154,206,1219.6,2018.1,1682.6,,,
R624,0,2.6,907.2,2006.2,1926.2,,,
R624,2.6,4.9,907.2,2006.2,1923.75,,,K4
R624,4.9,38.1,907.2,2006.2,1906,,,
R624,38.1,40.2,907.2,2006.2,1888.35,,,3UB
R624,40.2,41.5,907.2,2006.2,1886.65,,,3UB
R624,41.5,43.6,907.2,2006.2,1884.95,,,3UB
R624,43.6,55.8,907.2,2006.2,1877.8,,,
R624,55.8,58.2,907.2,2006.2,1870.5,,,3UA
R624,58.2,95.1,907.2,2006.2,1850.85,,,
R624,95.1,99.4,907.2,2006.2,1830.25,,,3L2
R624,99.4,105.5,907.2,2006.2,1825.05,24.1,6,3L1
R624,105.5,117.7,907.2,2006.2,1815.9,,,
R624,117.7,121.2,907.2,2006.2,1808.05,,,3LA
R624,121.2,128.8,907.2,2006.2,1802.5,,,
R624,128.8,130.6,907.2,2006.2,1797.8,,,4U
R624,130.6,137.6,907.2,2006.2,1793.4,,,4U
R624,137.6,139.8,907.2,2006.2,1788.8,,,4U
R624,139.8,149.2,907.2,2006.2,1783,,,
R624,149.2,151.2,907.2,2006.2,1777.3,,,4R
R624,151.2,175,907.2,2006.2,1764.4,,,
R627,0,46.4,694,2120.5,2000.3,,,
R627,46.4,51.6,694,2120.5,1974.5,20.8,1,3L2
R627,51.6,60.4,694,2120.5,1967.5,9.8,7.5,3L1
R627,60.4,87.4,694,2120.5,1949.6,,,
R627,87.4,88.4,694,2120.5,1935.6,,,3LA
R627,88.4,107.5,694,2120.5,1925.55,,,
R627,107.5,112,694,2120.5,1913.75,11.9,6.5,4JG
R627,112,113,694,2120.5,1911,,,4JG
R627,113,117.4,694,2120.5,1908.3,11.9,6.5,4JG
R627,117.4,150,694,2120.5,1889.8,,,
R628,0,4.2,772.8,1937,2005.6,,,
R628,4.2,6.5,772.8,1937,2002.35,,,K4
R628,6.5,8,772.8,1937,2000.45,,,K4
R628,8,10.2,772.8,1937,1998.6,,,K4
R628,10.2,22.2,772.8,1937,1991.5,,,
R628,22.2,25.9,772.8,1937,1983.65,,,3UB
R628,25.9,32.4,772.8,1937,1978.55,,,
R628,32.4,33.8,772.8,1937,1974.6,,,3UA
R628,33.8,38.2,772.8,1937,1971.7,,,3UA
R628,38.2,40,772.8,1937,1968.6,,,3UA
R628,40,83.2,772.8,1937,1946.1,,,
R628,83.2,87.3,772.8,1937,1922.45,30.2,0.1,3L2
R628,87.3,94.2,772.8,1937,1916.95,14.1,0.1,3L1
R628,94.2,104.4,772.8,1937,1908.4,,,
R628,104.4,107,772.8,1937,1902,31,0.1,3LA
R628,107,109.7,772.8,1937,1899.35,,,3LA
R628,109.7,112.2,772.8,1937,1896.75,31,0.1,3LA
R628,112.2,141.8,772.8,1937,1880.7,,,
R628,141.8,145.9,772.8,1937,1863.85,31.5,3.5,4JG
R628,145.9,147.9,772.8,1937,1860.8,,,4JG
R628,147.9,152,772.8,1937,1857.75,31.5,3.5,4JG
R628,152,158,772.8,1937,1852.7,,,
R629,0,26.8,895,1915.4,1932.2,,,
R629,26.8,29.6,895,1915.4,1917.4,,,K4
R629,29.6,39.1,895,1915.4,1911.25,,,
R629,39.1,40,895,1915.4,1906.05,21.3,0.5,3UB
R629,40,40.9,895,1915.4,1905.15,,,3UB
R629,40.9,41.8,895,1915.4,1904.25,21.3,0.5,3UB
R629,41.8,45.2,895,1915.4,1902.1,,,
R629,45.2,46.7,895,1915.4,1899.65,29.3,0.1,3UA
R629,46.7,47.8,895,1915.4,1898.35,,,3UA
R629,47.8,49.2,895,1915.4,1897.1,29.3,0.1,3UA
R629,49.2,100.4,895,1915.4,1870.8,,,
R629,100.4,104.6,895,1915.4,1843.1,,,3L2
R629,104.6,109.4,895,1915.4,1838.6,,,3L1
R629,109.4,121.8,895,1915.4,1830,,,
R629,121.8,126.4,895,1915.4,1821.5,,,3LA
R629,126.4,177,895,1915.4,1793.9,,,
R630,0,9.3,949.6,1885.9,1922.55,,,
R630,9.3,11.6,949.6,1885.9,1916.75,,,K4
R630,11.6,26.2,949.6,1885.9,1908.3,,,
R630,26.2,30.9,949.6,1885.9,1898.65,,,CO
R630,30.9,42.4,949.6,1885.9,1890.55,,,
R630,42.4,43.4,949.6,1885.9,1884.3,,,3UB
R630,43.4,51.2,949.6,1885.9,1879.9,,,
R630,51.2,55.4,949.6,1885.9,1873.9,28.3,0.1,3UA
R630,55.4,93.4,949.6,1885.9,1852.8,,,
R630,93.4,96.6,949.6,1885.9,1832.2,35.8,0.1,3L2
R630,96.6,99.8,949.6,1885.9,1829,20.5,0.1,3L1
R630,99.8,112.4,949.6,1885.9,1821.1,,,
R630,112.4,115,949.6,1885.9,1813.5,33.6,0.1,3LA
R630,115,138.1,949.6,1885.9,1800.65,,,
R630,138.1,141.3,949.6,1885.9,1787.5,30.9,0.1,4U
R630,141.3,143.8,949.6,1885.9,1784.65,,,4U
R630,143.8,145.4,949.6,1885.9,1782.6,,,4U
R630,145.4,162,949.6,1885.9,1773.5,,,
R631,0,17.2,982.8,1805.8,1923.9,,,
R631,17.2,18.4,982.8,1805.8,1914.7,,,GA
R631,18.4,21,982.8,1805.8,1912.8,,,GA
R631,21,22,982.8,1805.8,1911,,,GA
R631,22,30.8,982.8,1805.8,1906.1,,,
R631,30.8,33.2,982.8,1805.8,1900.5,,,K4
R631,33.2,42.8,982.8,1805.8,1894.5,,,
R631,42.8,46.2,982.8,1805.8,1888,,,CO
R631,46.2,55.7,982.8,1805.8,1881.55,,,
R631,55.7,56.8,982.8,1805.8,1876.25,,,3UB
R631,56.8,59.8,982.8,1805.8,1874.2,,,
R631,59.8,63.2,982.8,1805.8,1871,,,3UA
R631,63.2,98.4,982.8,1805.8,1851.7,,,
R631,98.4,102.8,982.8,1805.8,1831.9,27.7,0.1,3L2
R631,102.8,107.6,982.8,1805.8,1827.3,16.7,4.5,3L1
R631,107.6,121.6,982.8,1805.8,1817.9,,,
R631,121.6,123.6,982.8,1805.8,1809.9,,,3LA
R631,123.6,140,982.8,1805.8,1800.7,,,
R631,140,143.4,982.8,1805.8,1790.8,26.3,5.5,4U
R631,143.4,151.8,982.8,1805.8,1784.9,,,
R631,151.8,154.2,982.8,1805.8,1779.5,28.3,4,4R
R631,154.2,156.6,982.8,1805.8,1777.1,,,4R
R631,156.6,159,982.8,1805.8,1774.7,30.2,3.5,4R
R631,159,168,982.8,1805.8,1769,,,
R632,0,16.3,1144.4,1879.4,1878.95,,,
R632,16.3,19.1,1144.4,1879.4,1869.4,,,GA
R632,19.1,28.4,1144.4,1879.4,1863.35,,,
R632,28.4,30.6,1144.4,1879.4,1857.6,11.7,0.1,K4
R632,30.6,53.8,1144.4,1879.4,1844.9,,,
R632,53.8,54.8,1144.4,1879.4,1832.8,9.2,6,3UB
R632,54.8,57.8,1144.4,1879.4,1830.8,,,
R632,57.8,62.8,1144.4,1879.4,1826.8,,,3UA
R632,62.8,91.9,1144.4,1879.4,1809.75,,,
R632,91.9,96.2,1144.4,1879.4,1793.05,,,3L2
R632,96.2,99.8,1144.4,1879.4,1789.1,,,3L1
R632,99.8,141.4,1144.4,1879.4,1766.5,,,
R632,141.4,146,1144.4,1879.4,1743.4,,,4U
R632,146,154.6,1144.4,1879.4,1736.8,,,
R632,154.6,157.6,1144.4,1879.4,1731,,,4R
R632,157.6,203.6,1144.4,1879.4,1706.5,,,
R632,203.6,205.8,1144.4,1879.4,1682.4,24.8,3.5,4L
R632,205.8,208.9,1144.4,1879.4,1679.75,,,4L
R632,208.9,210.6,1144.4,1879.4,1677.35,,,4L
R632,210.6,248,1144.4,1879.4,1657.8,,,
R636,0,18.2,1074.6,1730.8,1894.2,,,
R636,18.2,19.2,1074.6,1730.8,1884.6,,,2L
R636,19.2,21.4,1074.6,1730.8,1883,,,2L
R636,21.4,22.3,1074.6,1730.8,1881.45,,,2L
R636,22.3,28.4,1074.6,1730.8,1877.95,,,
R636,28.4,31,1074.6,1730.8,1873.6,10.5,0.1,CO
R636,31,40.9,1074.6,1730.8,1867.35,,,
R636,40.9,41.9,1074.6,1730.8,1861.9,,,CO
R636,41.9,83.4,1074.6,1730.8,1840.65,,,
R636,83.4,84.6,1074.6,1730.8,1819.3,,,3UA
R636,84.6,86.4,1074.6,1730.8,1817.8,,,3UA
R636,86.4,89.2,1074.6,1730.8,1815.5,23,4.5,3UA
R636,89.2,128,1074.6,1730.8,1794.7,,,
R636,128,132.6,1074.6,1730.8,1773,29.6,4.5,3L2
R636,132.6,137.2,1074.6,1730.8,1768.4,8.8,8,3L1
R636,137.2,145.6,1074.6,1730.8,1761.9,,,
R636,145.6,149,1074.6,1730.8,1756,31.6,4,3LA
R636,149,182,1074.6,1730.8,1737.8,,,
R638DV,0,12.8,710.6,1844.7,2019.5,,,
R638DV,12.8,14.9,710.6,1844.7,2012.05,31.4,0.1,3UB
R638DV,14.9,16.8,710.6,1844.7,2010.05,,,
R638DV,16.8,18.8,710.6,1844.7,2008.1,,,3UA
R638DV,18.8,58.2,710.6,1844.7,1987.4,,,
R638DV,58.2,64.3,710.6,1844.7,1964.65,16,0.1,3L1
R638DV,64.3,86.4,710.6,1844.7,1950.55,,,
R638DV,86.4,89.2,710.6,1844.7,1938.1,,,3LA
R638DV,89.2,114.2,710.6,1844.7,1924.2,,,
R638DV,114.2,116.2,710.6,1844.7,1910.7,,,4U
R638DV,116.2,116.8,710.6,1844.7,1909.4,,,4U
R638DV,116.8,119.6,710.6,1844.7,1907.7,,,4U
R638DV,119.6,121.8,710.6,1844.7,1905.2,,,
R638DV,121.8,123.6,710.6,1844.7,1903.2,,,4R
R638DV,123.6,124.2,710.6,1844.7,1902,,,4R
R638DV,124.2,127.2,710.6,1844.7,1900.2,,,4R
R638DV,127.2,142.8,710.6,1844.7,1890.9,,,
R638DV,142.8,146.6,710.6,1844.7,1881.2,,,4L
R638DV,146.6,176,710.6,1844.7,1864.6,,,
R642,0,6,812.1,1722.1,1949.1,,,
R642,6,7.5,812.1,1722.1,1945.35,,,3UA
R642,7.5,8.1,812.1,1722.1,1944.3,,,3UA
R642,8.1,10.8,812.1,1722.1,1942.65,,,3UA
R642,10.8,54.8,812.1,1722.1,1919.3,,,
R642,54.8,58.4,812.1,1722.1,1895.5,,,3L2
R642,58.4,64.8,812.1,1722.1,1890.5,10.4,0.1,3L1
R642,64.8,132.1,812.1,1722.1,1853.65,,,
R642,132.1,134.2,812.1,1722.1,1818.95,,,4L
R642,134.2,139.5,812.1,1722.1,1815.25,,,4L
R642,139.5,141.8,812.1,1722.1,1811.45,,,4L
R642,141.8,146.9,812.1,1722.1,1807.75,,,
R642,146.9,149.3,812.1,1722.1,1804,24.1,4,5M
R642,149.3,152.4,812.1,1722.1,1801.25,,,5M
R642,152.4,153.6,812.1,1722.1,1799.1,,,5M
R642,153.6,174,812.1,1722.1,1788.3,,,
R643,0,7.4,674.3,1734.5,1984.5,,,
R643,7.4,10.2,674.3,1734.5,1979.4,,,3L2
R643,10.2,17.2,674.3,1734.5,1974.5,15.5,0.1,3L1
R643,17.2,38.8,674.3,1734.5,1960.2,,,
R643,38.8,40.1,674.3,1734.5,1948.75,,,3LA
R643,40.1,72.4,674.3,1734.5,1931.95,,,
R643,72.4,74,674.3,1734.5,1915,,,4U
R643,74,76.2,674.3,1734.5,1913.1,,,4U
R643,76.2,82.8,674.3,1734.5,1908.7,29.4,0.1,4U
R643,82.8,88.9,674.3,1734.5,1902.35,,,
R643,88.9,91.8,674.3,1734.5,1897.85,,,4R
R643,91.8,100.7,674.3,1734.5,1891.95,,,
R643,100.7,103.4,674.3,1734.5,1886.15,15.3,0.1,4L
R643,103.4,112.8,674.3,1734.5,1880.1,,,
R643,112.8,117,674.3,1734.5,1873.3,,,5M
R643,117,146,674.3,1734.5,1856.7,,,
R645DV,0,4.8,489.5,1868.8,2087,21.4,0.1,4JG
R645DV,4.8,34.8,489.5,1868.8,2069.6,,,
R645DV,34.8,37,489.5,1868.8,2053.5,,,4L
R645DV,37,87,489.5,1868.8,2027.4,,,
R645DV,87,88.4,489.5,1868.8,2001.7,,,5M
R645DV,88.4,105.2,489.5,1868.8,1992.6,,,
R645DV,105.2,110.4,489.5,1868.8,1981.6,,,6U
R645DV,110.4,150.6,489.5,1868.8,1958.9,,,
R645DV,150.6,153.4,489.5,1868.8,1937.4,27.8,3,R6L
R645DV,153.4,168,489.5,1868.8,1928.7,,,
R647,0,4.3,849.8,2433.1,1905.65,,,
R647,4.3,6.2,849.8,2433.1,1902.55,,,2L
R647,6.2,40.2,849.8,2433.1,1884.6,,,
R647,40.2,42.8,849.8,2433.1,1866.3,14.1,2,3UB
R647,42.8,49.5,849.8,2433.1,1861.65,,,CO
R647,49.5,51.4,849.8,2433.1,1857.35,,,CO
R647,51.4,95.6,849.8,2433.1,1834.3,,,CO
R647,95.6,97.8,849.8,2433.1,1811.1,36.4,1.5,CO
R647,97.8,103,849.8,2433.1,1807.4,19.4,6.5,CO
R647,103,132.2,849.8,2433.1,1790.2,,,CO
R647,132.2,148.8,849.8,2433.1,1767.3,21.3,5,CO
R647,148.8,196.8,849.8,2433.1,1735,,,CO
R647,196.8,205.5,849.8,2433.1,1706.65,,,R4U
R647,205.5,208.8,849.8,2433.1,1700.65,,,R4U
R647,208.8,217.5,849.8,2433.1,1694.65,20,5.5,R4U
R647,217.5,224,849.8,2433.1,1687.05,,,
R648,0,22.2,1219,2836.1,1742.5,,,
R648,22.2,27.9,1219,2836.1,1728.55,12.1,7,K4
R648,27.9,43.7,1219,2836.1,1717.8,,,
R648,43.7,44.8,1219,2836.1,1709.35,,,3UB
R648,44.8,48.2,1219,2836.1,1707.1,,,3UB
R648,48.2,50,1219,2836.1,1704.5,,,3UB
R648,50,70.4,1219,2836.1,1693.4,,,
R648,70.4,73.3,1219,2836.1,1681.75,,,3UA
R648,73.3,75.1,1219,2836.1,1679.4,,,3UA
R648,75.1,78,1219,2836.1,1677.05,,,3UA
R648,78,101.8,1219,2836.1,1663.7,,,
R648,101.8,107,1219,2836.1,1649.2,15.8,6.5,3L1
R648,107,119.6,1219,2836.1,1640.3,,,
R648,119.6,122.7,1219,2836.1,1632.45,19.8,4.5,3LA
R648,122.7,162.8,1219,2836.1,1610.85,,,
R648,162.8,167.9,1219,2836.1,1588.25,33.4,4,4U
R648,167.9,180,1219,2836.1,1579.65,,,
R648,180,182.8,1219,2836.1,1572.2,,,4R
R648,182.8,201.4,1219,2836.1,1561.5,,,
R648,201.4,210.6,1219,2836.1,1547.6,26.1,4,R4U
R648,210.6,220.9,1219,2836.1,1537.85,,,R4U
R648,220.9,225.8,1219,2836.1,1530.25,15.5,3.5,R4U
R648,225.8,240,1219,2836.1,1520.7,,,
R651,0,17,1032.7,3132.2,1781,,,
R651,17,24.4,1032.7,3132.2,1768.8,14.6,3,K4
R651,24.4,44.1,1032.7,3132.2,1755.25,,,
R651,44.1,45.4,1032.7,3132.2,1744.75,,,3UB
R651,45.4,46.2,1032.7,3132.2,1743.7,,,
R651,46.2,48,1032.7,3132.2,1742.4,,,3UA
R651,48,104.6,1032.7,3132.2,1713.2,,,
R651,104.6,108.3,1032.7,3132.2,1683.05,42.3,1,3L2
R651,108.3,111.1,1032.7,3132.2,1679.8,34.4,4,3L1
R651,111.1,117,1032.7,3132.2,1675.45,,,
R653,0,58.2,593.7,2282.6,2011.5,,,
R653,58.2,67,593.7,2282.6,1978,14.7,5,4JG
R653,67,68.6,593.7,2282.6,1972.8,,,4JG
R653,68.6,77.4,593.7,2282.6,1967.6,14.7,5,4JG
R653,77.4,97,593.7,2282.6,1953.4,,,
R654,0,8.2,733.5,2060.9,2014.6,,,
R654,8.2,11.2,733.5,2060.9,2009,,,3UB
R654,11.2,17.2,733.5,2060.9,2004.5,,,
R654,17.2,18.6,733.5,2060.9,2000.8,,,3UA
R654,18.6,65.8,733.5,2060.9,1976.5,,,
R654,65.8,69.8,733.5,2060.9,1950.9,28.1,2.5,3L2
R654,69.8,75.4,733.5,2060.9,1946.1,17,6.5,3L1
R654,75.4,93.6,733.5,2060.9,1934.2,,,
R654,93.6,96.1,733.5,2060.9,1923.85,32.9,0.5,3LA
R654,96.1,97.6,733.5,2060.9,1921.85,,,3LA
R654,97.6,100.1,733.5,2060.9,1919.85,,,3LA
R654,100.1,123.3,733.5,2060.9,1907,,,
R654,123.3,131.8,733.5,2060.9,1891.15,18.8,7,4JG
R654,131.8,176.4,733.5,2060.9,1864.6,,,
R654,176.4,177.9,733.5,2060.9,1841.55,,,4L
R654,177.9,183,733.5,2060.9,1838.25,,,
R655,0,27.8,979.9,2177.7,1871.4,,,
R655,27.8,30,979.9,2177.7,1856.4,20.2,1,2U
R655,30,37.1,979.9,2177.7,1851.75,,,
R655,37.1,38,979.9,2177.7,1847.75,,,2L
R655,38,47.4,979.9,2177.7,1842.6,,,
R655,47.4,49,979.9,2177.7,1837.1,22.4,4,3UB
R655,49,55.8,979.9,2177.7,1832.9,,,
R655,55.8,58.2,979.9,2177.7,1828.3,,,3UA
R655,58.2,62.9,979.9,2177.7,1824.75,,,3UA
R655,62.9,65,979.9,2177.7,1821.35,8.8,6,3UA
R655,65,100.9,979.9,2177.7,1802.35,,,
R655,100.9,105.8,979.9,2177.7,1781.95,23.7,5.5,3L2
R655,105.8,111.6,979.9,2177.7,1776.6,31.2,4,3L1
R655,111.6,122.4,979.9,2177.7,1768.3,,,
R655,122.4,124,979.9,2177.7,1762.1,,,3LA
R655,124,157,979.9,2177.7,1744.8,,,
R655,157,160.8,979.9,2177.7,1726.4,27.2,4.5,4U
R655,160.8,175,979.9,2177.7,1717.4,,,
R655,175,178.4,979.9,2177.7,1708.6,18.6,6.5,4R
R655,178.4,179.6,979.9,2177.7,1706.3,,,4R
R655,179.6,183,979.9,2177.7,1704,23,7,4R
R655,183,211,979.9,2177.7,1688.3,,,
R657,0,1.8,921.8,3050.7,1819.8,,,
R657,1.8,11.2,921.8,3050.7,1814.2,,,K4
R657,11.2,31,921.8,3050.7,1799.6,,,
R657,31,31.9,921.8,3050.7,1789.25,,,3UB
R657,31.9,32.4,921.8,3050.7,1788.55,,,3UB
R657,32.4,33.3,921.8,3050.7,1787.85,,,3UB
R657,33.3,87.4,921.8,3050.7,1760.35,,,
R657,87.4,90.9,921.8,3050.7,1731.55,,,3L2
R657,90.9,97.5,921.8,3050.7,1726.5,29.8,4.5,3L1
R657,97.5,114.6,921.8,3050.7,1714.65,,,
R657,114.6,120.6,921.8,3050.7,1703.1,36.2,2,3LA
R657,120.6,169.4,921.8,3050.7,1675.7,,,
R657,169.4,175.6,921.8,3050.7,1648.2,28.3,4,4JG
R657,175.6,176.5,921.8,3050.7,1644.65,,,4JG
R657,176.5,182.6,921.8,3050.7,1641.15,28.3,4,4JG
R657,182.6,250,921.8,3050.7,1604.4,,,
R658,0,26,1181.3,3047.8,1740.7,,,
R658,26,29.1,1181.3,3047.8,1726.15,,,GA
R658,29.1,43.2,1181.3,3047.8,1717.55,,,
R658,43.2,49.1,1181.3,3047.8,1707.55,,,K4
R658,49.1,62.1,1181.3,3047.8,1698.1,,,
R658,62.1,64.2,1181.3,3047.8,1690.55,27.8,4,3UB
R658,64.2,125.7,1181.3,3047.8,1658.75,,,
R658,125.7,130.4,1181.3,3047.8,1625.65,19.5,4.5,3L1
R658,130.4,142,1181.3,3047.8,1617.5,,,
R658,142,143,1181.3,3047.8,1611.2,28.4,3,3LA
R658,143,149,1181.3,3047.8,1607.7,,,
R659,0,21.1,784.6,1839.1,1990.75,,,
R659,21.1,22.2,784.6,1839.1,1979.65,28.2,0.1,3UB
R659,22.2,23.2,784.6,1839.1,1978.6,,,3UB
R659,23.2,24.2,784.6,1839.1,1977.6,28.2,0.1,3UB
R659,24.2,31.2,784.6,1839.1,1973.6,,,
R659,31.2,33.4,784.6,1839.1,1969,,,3UA
R659,33.4,34.8,784.6,1839.1,1967.2,,,3UA
R659,34.8,36.4,784.6,1839.1,1965.7,26,0.1,3UA
R659,36.4,78.4,784.6,1839.1,1943.9,,,
R659,78.4,83.4,784.6,1839.1,1920.4,23,0.1,3L2
R659,83.4,88.4,784.6,1839.1,1915.4,17.3,0.1,3L1
R659,88.4,102.2,784.6,1839.1,1906,,,
R659,102.2,104.5,784.6,1839.1,1897.95,,,3LA
R659,104.5,106.4,784.6,1839.1,1895.85,,,3LA
R659,106.4,108.6,784.6,1839.1,1893.8,,,3LA
R659,108.6,135.6,784.6,1839.1,1879.2,,,
R659,135.6,136.8,784.6,1839.1,1865.1,,,4U
R659,136.8,137.4,784.6,1839.1,1864.2,,,4U
R659,137.4,141.4,784.6,1839.1,1861.9,,,4U
R659,141.4,163.1,784.6,1839.1,1849.05,,,
R659,163.1,164.6,784.6,1839.1,1837.45,27.5,4,4L
R659,164.6,166.2,784.6,1839.1,1835.9,,,4L
R659,166.2,168,784.6,1839.1,1834.2,27.5,4,4L
R659,168,179.7,784.6,1839.1,1827.45,,,
R659,179.7,181.8,784.6,1839.1,1820.55,5.6,3.5,5M
R659,181.8,207,784.6,1839.1,1806.9,,,
R660DV,0,38.2,1066,2891.3,1798.4,,,
R660DV,38.2,39.2,1066,2891.3,1778.8,,,A
R660DV,39.2,48.4,1066,2891.3,1773.7,,,
R660DV,48.4,49.5,1066,2891.3,1768.55,,,GA
R660DV,49.5,56,1066,2891.3,1764.75,,,
R660DV,56,62.2,1066,2891.3,1758.4,18.2,5,K4
R660DV,62.2,74.2,1066,2891.3,1749.3,,,
R660DV,74.2,75.2,1066,2891.3,1742.8,29.3,3,3UB
R660DV,75.2,79.2,1066,2891.3,1740.3,,,
R660DV,79.2,80,1066,2891.3,1737.9,,,3UA
R660DV,80,139.8,1066,2891.3,1707.6,,,
R660DV,139.8,143.6,1066,2891.3,1675.8,,,3L1
R660DV,143.6,162.8,1066,2891.3,1664.3,,,
R660DV,162.8,167.6,1066,2891.3,1652.3,27.5,4,3LA
R660DV,167.6,250,1066,2891.3,1608.7,,,
R661DV,0,33.6,1097.1,2829.9,1787.4,,,
R661DV,33.6,35.1,1097.1,2829.9,1769.85,,,GA
R661DV,35.1,51.2,1097.1,2829.9,1761.05,,,
R661DV,51.2,57.3,1097.1,2829.9,1749.95,9.5,6.5,K4
R661DV,57.3,77.9,1097.1,2829.9,1736.6,,,
R661DV,77.9,79.6,1097.1,2829.9,1725.45,16.9,5.5,3UB
R661DV,79.6,123.8,1097.1,2829.9,1702.5,,,
R661DV,123.8,125.4,1097.1,2829.9,1679.6,,,3L1
R661DV,125.4,127.3,1097.1,2829.9,1677.85,,,3L1
R661DV,127.3,128.8,1097.1,2829.9,1676.15,,,3L1
R661DV,128.8,207.2,1097.1,2829.9,1636.2,,,
R661DV,207.2,217.4,1097.1,2829.9,1591.9,36.3,2.5,4JG
R661DV,217.4,258.2,1097.1,2829.9,1566.4,,,
R661DV,258.2,263.4,1097.1,2829.9,1543.4,13.4,4.5,R4U
R661DV,263.4,268,1097.1,2829.9,1538.5,,,
R662,0,6.5,1003.7,2570.2,1860.45,,,CO
R662,6.5,8,1003.7,2570.2,1856.45,,,CO
R662,8,19.8,1003.7,2570.2,1849.8,,,CO
R662,19.8,23.4,1003.7,2570.2,1842.1,6.6,0.1,CO
R662,23.4,41.4,1003.7,2570.2,1831.3,,,CO
R662,41.4,43,1003.7,2570.2,1821.5,,,CO
R662,43,45.6,1003.7,2570.2,1819.4,,,CO
R662,45.6,46.9,1003.7,2570.2,1817.45,,,CO
R662,46.9,56.8,1003.7,2570.2,1811.85,,,CO
R662,56.8,60.8,1003.7,2570.2,1804.9,30.5,0.1,CO
R662,60.8,69.7,1003.7,2570.2,1798.45,,,CO
R662,69.7,71.8,1003.7,2570.2,1792.95,11.3,0.1,CO
R662,71.8,87.7,1003.7,2570.2,1783.95,,,CO
R662,87.7,89.2,1003.7,2570.2,1775.25,,,CO
R662,89.2,93.6,1003.7,2570.2,1772.3,,,CO
R662,93.6,94.8,1003.7,2570.2,1769.5,0,0.1,CO
R662,94.8,133.2,1003.7,2570.2,1749.7,,,CO
R662,133.2,136,1003.7,2570.2,1729.1,28.2,4.5,CO
R662,136,138.6,1003.7,2570.2,1726.4,8.9,7.5,CO
R662,138.6,139.8,1003.7,2570.2,1724.5,,,CO
R662,139.8,142.4,1003.7,2570.2,1722.6,8.9,7.5,CO
R662,142.4,174.2,1003.7,2570.2,1705.4,,,CO
R662,174.2,183.8,1003.7,2570.2,1684.7,40.3,1.5,CO
R662,183.8,188,1003.7,2570.2,1677.8,,,CO
R664,0,13.4,1141.5,2523.3,1822,,,CO
R664,13.4,18.6,1141.5,2523.3,1812.7,,,CO
R664,18.6,36.8,1141.5,2523.3,1801,,,CO
R664,36.8,38.2,1141.5,2523.3,1791.2,,,CO
R664,38.2,54.2,1141.5,2523.3,1782.5,,,CO
R664,54.2,59.4,1141.5,2523.3,1771.9,17.4,0.1,CO
R664,59.4,63.3,1141.5,2523.3,1767.35,,,CO
R664,63.3,67.4,1141.5,2523.3,1763.35,38.4,0.1,CO
R664,67.4,81.5,1141.5,2523.3,1754.25,,,CO
